match,bet_side,stake,profit,bankroll,source_file
Dalibor Svrcina vs Jaume Munar,P1,1,1.7000000000000002,1064.4400000000014,value_bets_atp_aus_open_2023.csv
Dalibor Svrcina vs Jaume Munar,P1,1,1.6,1066.0400000000013,value_bets_atp_aus_open_2023.csv
Dalibor Svrcina vs Jaume Munar,P1,1,1.7000000000000002,1067.7400000000014,value_bets_atp_aus_open_2023.csv
Dalibor Svrcina vs Jaume Munar,P1,1,1.5,1069.2400000000014,value_bets_atp_aus_open_2023.csv
Dalibor Svrcina vs Jaume Munar,P1,1,1.75,1070.9900000000014,value_bets_atp_aus_open_2023.csv
Dalibor Svrcina vs Jaume Munar,P1,1,1.7000000000000002,1072.6900000000014,value_bets_atp_aus_open_2023.csv
Dalibor Svrcina vs Jaume Munar,P1,1,1.73,1074.4200000000014,value_bets_atp_aus_open_2023.csv
Dalibor Svrcina vs Jaume Munar,P1,1,1.65,1076.0700000000015,value_bets_atp_aus_open_2023.csv
Dalibor Svrcina vs Jaume Munar,P1,1,1.5499999999999998,1077.6200000000015,value_bets_atp_aus_open_2023.csv
Dalibor Svrcina vs Jaume Munar,P1,1,1.75,1079.3700000000015,value_bets_atp_aus_open_2023.csv
Dalibor Svrcina vs Jaume Munar,P1,1,1.7000000000000002,1081.0700000000015,value_bets_atp_aus_open_2023.csv
Dalibor Svrcina vs Jaume Munar,P1,1,1.65,1082.7200000000016,value_bets_atp_aus_open_2023.csv
Dalibor Svrcina vs Jaume Munar,P1,1,1.73,1084.4500000000016,value_bets_atp_aus_open_2023.csv
Dalibor Svrcina vs Jaume Munar,P1,1,1.5499999999999998,1086.0000000000016,value_bets_atp_aus_open_2023.csv
Dalibor Svrcina vs Jaume Munar,P1,1,1.7000000000000002,1087.7000000000016,value_bets_atp_aus_open_2023.csv
Dalibor Svrcina vs Jaume Munar,P1,1,1.62,1089.3200000000015,value_bets_atp_aus_open_2023.csv
Dalibor Svrcina vs Jaume Munar,P1,1,1.62,1090.9400000000014,value_bets_atp_aus_open_2023.csv
Dalibor Svrcina vs Jaume Munar,P1,1,1.6,1092.5400000000013,value_bets_atp_aus_open_2023.csv
Dalibor Svrcina vs Jaume Munar,P1,1,1.6,1094.1400000000012,value_bets_atp_aus_open_2023.csv
Dalibor Svrcina vs Jaume Munar,P1,1,1.75,1095.8900000000012,value_bets_atp_aus_open_2023.csv
Dalibor Svrcina vs Jaume Munar,P1,1,1.8199999999999998,1097.7100000000012,value_bets_atp_aus_open_2023.csv
Dalibor Svrcina vs Jaume Munar,P1,1,1.7200000000000002,1099.4300000000012,value_bets_atp_aus_open_2023.csv
Dalibor Svrcina vs Jaume Munar,P1,1,1.65,1101.0800000000013,value_bets_atp_aus_open_2023.csv
Dalibor Svrcina vs Jaume Munar,P1,1,1.65,1102.7300000000014,value_bets_atp_aus_open_2023.csv
Dalibor Svrcina vs Jaume Munar,P1,1,1.65,1104.3800000000015,value_bets_atp_aus_open_2023.csv
Dalibor Svrcina vs Jaume Munar,P1,1,1.6400000000000001,1106.0200000000016,value_bets_atp_aus_open_2023.csv
Dalibor Svrcina vs Jaume Munar,P1,1,1.7000000000000002,1107.7200000000016,value_bets_atp_aus_open_2023.csv
Dalibor Svrcina vs Jaume Munar,P1,1,1.5,1109.2200000000016,value_bets_atp_aus_open_2023.csv
Dalibor Svrcina vs Jaume Munar,P1,1,1.5499999999999998,1110.7700000000016,value_bets_atp_aus_open_2023.csv
Dalibor Svrcina vs Jaume Munar,P1,1,1.62,1112.3900000000015,value_bets_atp_aus_open_2023.csv
Dalibor Svrcina vs Jaume Munar,P1,1,1.7799999999999998,1114.1700000000014,value_bets_atp_aus_open_2023.csv
Dalibor Svrcina vs Jaume Munar,P1,1,1.7000000000000002,1115.8700000000015,value_bets_atp_aus_open_2023.csv
Dalibor Svrcina vs Jaume Munar,P1,1,1.7000000000000002,1117.5700000000015,value_bets_atp_aus_open_2023.csv
Dalibor Svrcina vs Jaume Munar,P1,1,1.7000000000000002,1119.2700000000016,value_bets_atp_aus_open_2023.csv
