match_date,winner,loser,player_1,player_2,odds_player_1,odds_player_2,implied_prob_1,implied_prob_2,bookmaker,actual_winner,p1_is_winner,p2_is_winner
2023-08-28,Ben Shelton,Pedro Cachin,Ben Shelton,Pedro Cachin,1.14,5.5,0.8771929824561404,0.1818181818181818,BoyleSports,Ben Shelton,True,False
2023-08-28,Ben Shelton,Pedro Cachin,Ben Shelton,Pedro Cachin,1.17,5.1,0.8547008547008548,0.196078431372549,BlueBet,Ben Shelton,True,False
2023-08-28,Ben Shelton,Pedro Cachin,Ben Shelton,Pedro Cachin,1.17,4.85,0.8547008547008548,0.2061855670103093,PlayUp,Ben Shelton,True,False
2023-08-28,Ben Shelton,Pedro Cachin,Ben Shelton,Pedro Cachin,1.17,5.0,0.8547008547008548,0.2,Betfair Sportsbook,Ben Shelton,True,False
2023-08-28,Ben Shelton,Pedro Cachin,Ben Shelton,Pedro Cachin,1.18,4.75,0.8474576271186441,0.2105263157894736,Betway,Ben Shelton,True,False
2023-08-28,Fabian Marozsan,Richard Gasquet,Fabian Marozsan,Richard Gasquet,2.65,1.46,0.3773584905660377,0.684931506849315,SportsBet,Fabian Marozsan,True,False
2023-08-28,Fabian Marozsan,Richard Gasquet,Fabian Marozsan,Richard Gasquet,2.6,1.48,0.3846153846153846,0.6756756756756757,Ladbrokes,Fabian Marozsan,True,False
2023-08-28,Fabian Marozsan,Richard Gasquet,Fabian Marozsan,Richard Gasquet,2.75,1.45,0.3636363636363636,0.6896551724137931,Bet Victor,Fabian Marozsan,True,False
2023-08-28,Fabian Marozsan,Richard Gasquet,Fabian Marozsan,Richard Gasquet,2.75,1.45,0.3636363636363636,0.6896551724137931,Marathon Bet,Fabian Marozsan,True,False
2023-08-28,Fabian Marozsan,Richard Gasquet,Fabian Marozsan,Richard Gasquet,2.6,1.48,0.3846153846153846,0.6756756756756757,Neds,Fabian Marozsan,True,False
2023-08-28,Fabian Marozsan,Richard Gasquet,Fabian Marozsan,Richard Gasquet,2.5,1.52,0.4,0.6578947368421053,Betsson,Fabian Marozsan,True,False
2023-08-28,Fabian Marozsan,Richard Gasquet,Fabian Marozsan,Richard Gasquet,2.73,1.46,0.3663003663003663,0.684931506849315,1xBet,Fabian Marozsan,True,False
2023-08-28,Fabian Marozsan,Richard Gasquet,Fabian Marozsan,Richard Gasquet,2.6,1.5,0.3846153846153846,0.6666666666666666,LiveScore Bet,Fabian Marozsan,True,False
2023-08-28,Fabian Marozsan,Richard Gasquet,Fabian Marozsan,Richard Gasquet,2.6,1.48,0.3846153846153846,0.6756756756756757,Coral,Fabian Marozsan,True,False
2023-08-28,Fabian Marozsan,Richard Gasquet,Fabian Marozsan,Richard Gasquet,2.6,1.48,0.3846153846153846,0.6756756756756757,Ladbrokes,Fabian Marozsan,True,False
